#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	18.284	GLN1	SAH1	6.078	6.125	-3.381	18.284	0.497	13.323	-0.278	2.331		0.855	0.000			1.557	-0.184	0.644	0.611	0.178	-0.105	0.187		-0.263	-0.161	0.474	16.054	1.908	-0.201					Complex
1.000	16.783	ATP1	ARG4	6.545	9.341	-4.176	16.783	1.872	11.903	-0.278	1.163	-0.093	1.220	0.000			0.995	0.435	0.300	0.041	0.305		-0.091		1.023			14.881	-0.889	-0.185	-0.455	0.697			Complex
1.000	18.018	ILV5	TIF2	6.267	7.634	-0.630	18.018	3.100	12.509	0.000	0.989		1.073				0.346											17.093	1.726	0.242	0.113			-0.566	Complex
1.000	15.335	EHD3	PAB1	6.090	4.604	-4.641	15.335	1.648	12.053	-0.278	1.364	-0.093	-0.556	0.075			1.122	0.751	0.389	-0.758	0.236	-0.185			-0.112	0.339		14.145	-0.569	-0.201			-0.305	-0.270	Complex
1.000	25.373	HSP60	PGI1	13.359	13.240	-2.788	25.373	3.572	14.286	-0.278	2.850	0.089	1.589	0.075			3.190	2.478	2.509	0.956		-0.249	1.943		0.342	0.035		16.465	0.226	1.831	0.039	2.806	2.371		Complex
1.000	24.572	ATP1	KRS1	13.376	15.298	-2.700	24.572	5.085	13.848	-0.278	2.850	0.089	0.683	0.075			2.219	6.377	3.150	2.730	0.160	0.295			0.736	1.260	-0.206	17.867	-0.735	0.242	0.825	0.618	-0.416		Complex
1.000	25.832	PAB1	RPL13B	17.123	15.764	-0.134	25.832	5.135	14.368	0.680	2.959	0.089	0.855	0.075		0.210	1.461	4.429	2.787	1.210	-0.271	-0.185			0.070	0.745	-0.206	20.981	1.408	1.831			0.555	1.306	Complex
1.000	21.052	OLA1	PRP43	9.285	10.679	-2.714	21.052	3.032	13.723	-0.278	2.331	-0.093	0.779	-0.075		-0.305	1.939	4.140	2.982	1.355	1.125	-0.303	0.000		1.419	0.579		17.203	1.968	-0.201		0.208	1.317		Complex
0.999	13.462	ARO1	TIF1	1.835	2.175	-0.603	13.462	0.588	12.179	0.000	0.275		0.420															13.509		-0.201					Complex
0.993	11.926	GLN1	TIF1	5.445	6.281	-1.189	11.926	0.611	7.982	-0.278	1.163	-0.093	1.448	-0.075			1.168	-0.931	1.688	0.483	0.499	0.172	-0.091		-0.607	-0.317	0.000	7.998	1.986	0.523	0.470			-0.619	Complex
1.000	21.435	ILV5	RPS6A	10.337	15.227	-0.544	21.435	4.728	12.170	0.680	0.989		1.940				0.927											18.490	4.862	0.958				0.919	Complex
0.919	9.336	RPL4A	SPE3	9.194	9.336	-0.856	4.699	5.986	0.353	-0.764	1.180	-0.108	1.573	-0.206			1.322	3.256	4.643	4.103		-0.257	-0.641		-0.285	1.008	0.206	4.622	1.090	0.670			1.218	-0.622	Metabolic
1.000	20.942	PRO2	HSP60	9.921	11.116	-3.432	20.942	3.754	13.248	-0.278	2.331	-0.093	0.683	0.075			1.222	5.445	1.130	1.571		0.942			0.672	1.246		15.444	-0.003	-0.201	0.356	0.208			Complex
1.000	26.765	HSP60	KRS1	16.831	15.960	-4.867	26.765	5.882	13.601	-0.278	4.009	-0.093	1.220	-0.075			2.499	4.163	5.374	1.988		0.285			-0.326	0.183		17.666	5.095	0.523	-0.606	2.147	0.555		Complex
1.000	23.325	ATP1	PGI1	15.984	16.945	-1.566	23.325	5.171	12.806	0.000	2.331	-0.093	0.683	-0.075			2.501	4.118	2.137	4.071	0.604	1.826	1.069		1.491	0.562	-0.206	16.509	-0.783	0.242	0.825	-0.243	-0.439		Complex
1.000	26.141	PGK1	HSP60	15.651	16.996	1.416	26.141	3.428	15.346	-0.278	2.850	0.089	1.710	0.075			2.921	3.112	1.277	1.038		0.187	1.836		3.845	2.728		17.416	1.146	-0.201	0.356	0.858	1.151		Complex
1.000	17.241	PGK1	OLA1	9.627	12.297	0.368	17.241	2.349	7.187	-0.278	4.009	-0.093	1.940	-0.075			2.202	2.349	1.302	1.500	0.338	-0.105	0.080		0.093	1.037		13.391	0.091	-0.201	0.356	-0.243	1.284		Complex
1.000	17.625	PRO2	OLA1	5.334	4.359	-5.171	17.625	1.807	12.000	-0.278	2.029	-0.093	0.683	-0.075			1.551	1.451	1.355	1.533	0.209	-0.185			-1.034	0.032		16.065	1.149	0.523	0.000	0.208			Complex
1.000	24.067	RPS6A	PRP43	15.871	16.740	0.259	24.067	5.228	13.469	0.680	2.331		0.420	0.000			1.939	5.447	3.180		-0.040	0.900	0.080		-0.175	0.718		19.244	2.001	-0.201			1.870	0.545	Complex
1.000	22.452	SSC1	RPL20A	10.886	15.045	0.017	22.452	4.490	12.015	0.000	2.029		1.644	-0.075			2.349	1.665	-0.528	-0.672		0.342	0.791		-0.517	1.007		17.998	4.016				1.193	-0.200	Complex
1.000	25.668	RPL4A	TIF1	16.819	17.819	-6.076	25.668	4.604	13.480	0.680	2.331	0.089	2.155	0.075		0.210	2.043	5.080	3.101	1.717	0.000	1.727	0.080		0.923	0.347	0.474	21.023	2.256	0.242			1.203	1.873	Complex
0.999	13.768	ARO1	SAH1	3.248	4.566	-1.399	13.768	0.494	12.179	0.000	1.268		-0.173															13.793		-0.201					Complex
1.000	22.585	PGK1	RPL16B	9.409	11.281	-1.864	22.585	2.240	13.736	-0.278	2.850	0.089	1.448	-0.075			2.575	2.208	0.574	0.074			1.943		-0.220	0.777	0.283	17.750	1.825	-0.201			1.195	0.766	Complex
1.000	18.698	PAB1	DHH1	11.590	8.928	3.030	18.698	1.364	14.017	0.680	2.331	-0.093	-0.556	0.075		0.621	0.258	1.408	1.102	-1.248	0.112	-0.105	-0.091		-0.112	-0.483	-0.206	16.829	-0.779	-0.201			-0.464	0.095	Complex
0.998	13.176	PAB1	ARO8	3.210	1.529	-2.023	13.176	1.723	12.179	-0.278	0.601		-0.269	-0.075			-0.704	-1.519	0.128	-0.663	-0.628	-0.249					-0.206	14.254		-0.201					Complex
1.000	19.786	ILV5	GLN1	9.535	12.327	-0.333	19.786	3.027	12.487	0.000	0.360		2.674		0.311		0.927											17.584	0.237	1.831	0.825	0.618		-0.593	Complex
1.000	24.653	ATP1	ASC1	11.266	14.024	-6.287	24.653	3.808	13.796	0.000	2.029	0.089	1.220	-0.075		0.737	3.049	3.884	1.968	1.944	0.538	0.107	1.943		0.783	1.033		18.686	-0.858	-0.201			-0.405		Complex
1.000	15.931	PGK1	DHH1	2.273	1.716	-3.011	15.931	-1.167	13.796	-0.278	2.850	0.089	0.247	-0.075			0.469	1.164	0.481	-1.389	0.469	-0.177	0.000		-0.320	0.460	0.000	14.605	-0.695	-0.201	0.000		-0.596	-0.455	Complex
1.000	22.939	RPS9B	SAH1	13.077	14.843	-5.584	22.939	5.724	12.014	0.000	2.331		0.585	-0.075			2.361	3.823	1.581	2.426	-0.258		0.791		0.840	-0.224	-0.206	19.271	1.220	-0.016			-0.288		Complex
1.000	25.561	PAB1	RPL4A	15.112	16.461	0.393	25.561	5.363	14.588	0.680	2.331	-0.093	0.855	0.075		0.210	1.551	6.134	2.769	1.404	0.000	-0.041	-0.091		-0.112	0.894	0.000	20.123	1.743	0.958			0.260	1.306	Complex
1.000	18.828	PAB1	RPB8	7.744	6.158	-2.996	18.828	3.325	13.459	0.000	2.331	0.089	-0.301	-0.075			0.000	2.546	-0.462	0.632		-0.303	0.000		0.070	-0.183	0.086	17.118	-0.504	-0.016			-0.158	-0.619	Complex
1.000	23.535	TIF2	PRP43	14.792	13.223	-4.191	23.535	4.670	13.588	0.000	2.029	-0.093	0.855	-0.075		0.621	1.939	4.401	2.504	1.827	1.125	1.894	0.187		0.424	1.120	0.757	18.963	1.135	0.242			1.863	0.556	Complex
1.000	25.187	SSC1	PGK1	13.453	14.971	0.544	25.187	2.693	15.286	0.000	2.850	0.089	1.940	-0.075			2.404	2.863	2.403	0.013		0.557	0.882		0.275	0.696		17.750	0.394	2.262	0.356	0.968	1.929	1.334	Complex
1.000	21.856	PGK1	RPL13B	9.750	11.571	-1.261	21.856	1.618	14.119	-0.278	2.331	0.089	1.940	-0.075			2.111	0.804	0.302	0.104	-0.700	0.022			-0.046	0.375	0.283	17.161	1.494	2.262			1.185	0.645	Complex
0.997	12.835	RPL20A	ARO1	0.932	1.401	-1.877	12.835	-0.158	12.190	0.000	0.275		0.528															12.835							Complex
1.000	21.572	ILV5	RPL8B	10.081	13.889	-1.055	21.572	5.546	12.170	0.000	0.989		1.940				0.927											19.035	4.864	0.958				0.919	Complex
1.000	24.077	PAB1	RPL16B	14.711	12.782	-3.094	24.077	4.670	13.797	0.680	2.331	-0.093	0.855	0.075		0.210	1.551	4.670	1.301	1.055			-0.091		-0.112	0.901	0.000	20.203	1.714	0.523			0.357	0.660	Complex
1.000	20.985	ILV5	RPS9B	10.140	12.445	-1.160	20.985	4.279	12.170	0.680	0.989		1.940				0.927											19.448	2.412	0.958					Complex
1.000	21.982	ILV5	ILV3	11.211	17.823	3.971	21.982	6.171	12.487	-0.278			2.674				0.927											18.612	6.255	0.523	2.437	0.208		0.994	Complex
1.000	15.236	OLA1	TEF4	15.236	13.594	-1.581	14.101	4.523	7.257	-0.668	0.974		0.863	0.000		0.000	2.288	2.229	2.300	-0.242	0.412				1.872	1.020		12.049	3.318	0.141			1.876		PPI
0.971	10.420	MAE1	ASC1	8.866	4.962	-1.685	10.420	0.137	5.549	-0.278	1.163	0.089	2.609	-0.075			1.226	-0.622	0.914	-0.805	-0.199	-0.303	0.080		-0.397	-0.012		8.727	1.163	-0.201				-0.593	Complex
1.000	24.875	HSP60	RPS7A	14.810	16.123	0.229	24.875	3.937	13.797	0.680	2.331	-0.093	0.958	0.075			3.190	4.599	3.088	1.495		-0.185	1.664		-0.551	0.809		15.180	4.442	0.242			0.643		Complex
1.000	15.278	TIF6	HSP60	15.278	14.858	-3.853	12.003	2.736	4.977	0.602	1.503		2.027	1.779			1.655	4.398	0.565	2.237		0.508	0.788		0.589	1.809		6.983	0.867	-0.343			-0.204		PPI
0.999	13.918	RPS6A	HSP60	13.080	13.918	-2.797	8.632	4.488	2.705	0.385	1.641		1.333	-0.206			3.572	4.611	1.942			-0.627	1.695		2.185	-0.872		1.959	5.415	0.177			0.808		Metabolic
1.000	23.898	SSC1	RPL4A	13.314	15.203	-2.975	23.898	2.892	14.772	0.000	2.029	-0.093	1.875	-0.075			2.499	4.047	1.775	-0.003		-0.059	0.000		-0.383	0.242		17.432	3.062	2.705			1.317	0.750	Complex
1.000	24.734	RPL20A	HSP60	12.625	13.707	-1.351	24.734	5.036	13.590	0.000	2.029		1.288	-0.075			2.867	4.107	1.301	2.253		-0.185	1.943		-0.850	0.775		14.817	5.269				1.185		Complex
0.999	14.029	RPS6A	ARO1	1.581	2.472	-1.739	14.029	0.456	12.179	-0.278	0.989		0.683															14.040		-0.016					Complex
0.997	12.843	PAB1	ARO1	2.536	3.058	-0.403	12.843	1.223	12.179	-0.278	0.275		-0.556															12.869		-0.201					Complex
0.919	9.337	RPS8B	SPE3	9.337	8.687	-4.519	3.449	4.491	1.531	-0.668	0.974		1.825	-0.109			1.293	3.371	3.085	2.669		-0.295	-0.212		-0.083	0.383	0.760	2.410	0.652	2.283			1.294	0.489	PPI
1.000	17.690	MAE1	KRS1	7.973	8.092	-5.773	17.690	0.844	12.421	-0.278	2.029	-0.093	1.448	-0.075			1.394	0.375	1.137	-0.692	-0.196	-0.185			-0.467	0.612	0.145	16.427	-0.060	-0.201	-0.674	-0.079		-0.619	Complex
1.000	31.594	RPS6A	RPS7A	29.079	31.594	10.474	23.313	10.785	5.387	3.320	3.031		6.325	-0.206	-0.789		3.740	12.513	4.380		0.150	5.123	3.203		1.264	8.169		20.841	10.034	1.638			4.029	8.361	Metabolic
1.000	15.196	SSC1	ARO8	4.048	2.690	-2.295	15.196	0.894	12.872	0.000	1.233		0.977	-0.075			-0.704	-1.238	0.544	0.290		0.022						15.020		-0.016	-0.606	0.968			Complex
1.000	16.587	MAE1	ARG4	6.433	7.187	1.355	16.587	0.886	11.903	-0.278	1.163	-0.093	2.401	-0.075			0.681	-0.451	-0.148	-0.941	-0.169	0.749	-0.091		0.428			15.472	-0.437	-0.185	-0.317			-0.593	Complex
1.000	22.625	RPL20A	OLA1	11.388	13.572	-1.957	22.625	4.494	12.540	0.000	2.331		1.073	0.075			2.111	2.356	1.094	2.748	0.620	0.173	-0.091		0.672	0.711		18.256	4.407				1.557		Complex
1.000	20.551	PAB1	OLA1	7.852	9.885	-2.184	20.551	3.757	12.538	-0.278	2.331	-0.093	0.650	0.381		-0.305	1.569	3.478	1.227	-0.231	0.303	-0.303	-0.091		-0.112	0.056		16.363	1.260	0.958			0.228		Complex
1.000	16.446	ILV5	MAE1	7.683	6.157	1.491	16.446	0.450	11.937	0.680	0.360		2.674				0.346											16.948	-0.333	-0.201	-0.606	-0.079		-0.593	Complex
1.000	19.324	SSC1	CDC33	7.006	7.057	-2.186	19.324	1.331	13.469	0.000	2.029	0.089	0.690	-0.075			1.790	3.676	1.763	0.379		-0.177	-0.720		-0.383	0.592		15.071	0.856	-0.201			0.236	0.174	Complex
1.000	35.061	RPS8A	RPS3	31.973	35.061	7.754	25.716	12.012	8.248	3.320	2.401	0.175	6.004	-0.206			3.107	10.156	5.176	12.574	3.673	3.737			5.826	8.750	0.663	22.843	7.556	5.286			4.933	6.103	Metabolic
1.000	20.423	PAB1	HSP60	6.432	4.664	-2.886	20.423	0.723	15.468	0.000	2.029	-0.093	0.650	0.075			1.569	3.443	2.508	0.236		-0.303	0.080		2.409	-0.188		14.149	1.437	0.242			0.249		Complex
1.000	32.706	RPL8B	RPS4A	28.061	32.706	10.115	25.014	11.921	6.711	3.320	3.031	0.175	5.231	-0.206			2.523	9.079	4.222	6.056	2.966	5.354	3.670		5.186	7.800	0.663	22.767	11.326	1.638			4.241	8.361	Metabolic
1.000	26.786	RPS8B	TEF4	15.718	18.204	-3.808	26.786	6.660	14.368	0.680	1.364	-0.093	1.663	-0.075			2.218	4.954	5.119	2.774	0.665				0.264	1.510	0.474	18.635	4.684	0.242			0.643	5.141	Complex
1.000	15.003	RPS8B	TFB1	5.054	4.872	-3.241	15.003	1.942	12.053	-0.278	0.601		1.390	0.000			-0.704	0.225	0.778	1.225	0.536	0.102	-0.091		-0.217		0.757	13.920	-0.626	-0.201				0.174	Complex
1.000	20.541	TIF6	OLA1	10.314	12.366	-5.070	20.541	3.114	12.015	0.000	2.029		0.683	0.887		0.210	1.604	2.790	0.210	1.007	1.085	0.285	0.187		1.377	0.717		17.573	1.167	-0.201			0.621		Complex
1.000	33.177	RPL20A	RPL13B	31.539	33.177	9.943	23.162	11.425	3.217	3.320	3.031		6.610	2.534			3.040	11.696	5.361	10.081	2.627	3.559			5.727	6.131	2.268	23.566	5.554				1.790	6.697	Metabolic
1.000	32.936	RPS6A	RPL16B	27.434	32.936	9.019	21.703	11.645	4.386	3.320	3.031		6.931	0.000			3.623	11.583	3.047				2.748		2.148	9.158		24.752	10.017	1.638			3.136	8.361	Metabolic
1.000	17.833	RPL8B	DHH1	5.558	6.021	-4.441	17.833	1.370	12.538	0.680	2.331	0.089	0.690	-0.075		0.210	0.000	-0.352	0.675	0.295	0.421	-0.249	0.000		0.012	-0.671	0.145	15.869	0.817	-0.201			-0.458	0.095	Complex
1.000	21.951	RPL20A	RPB8	12.679	15.799	-1.224	21.951	4.474	13.471	0.000	2.331		1.925	0.075			-0.325	3.395	0.980	2.350		0.550	-0.206		0.692	0.138	0.000	19.621	0.636				1.203	-0.582	Complex
1.000	32.743	RPL8B	RPL16B	30.618	32.743	8.263	23.299	11.793	3.400	3.320	3.031	0.201	6.931	0.445			3.623	13.598	5.263	8.589			2.907		3.934	7.727	0.663	22.953	9.905	0.599			1.904	8.361	Metabolic
1.000	24.805	RPS8B	TIF1	15.841	17.465	-2.748	24.805	4.653	13.797	0.680	2.331	0.089	1.288	-0.075			2.043	4.351	2.302	1.635	0.299	0.749	-0.091		1.159	0.398	0.474	19.291	1.945	0.242			1.863	1.769	Complex
1.000	17.851	ILV5	TIF6	5.306	7.800	0.371	17.851	2.554	12.179	0.680	0.989		1.448															18.118	0.661	-0.201				-1.106	Complex
1.000	34.551	RPS6A	RPL13B	27.674	34.551	7.204	22.979	11.470	7.286	3.320	3.031		6.610	-0.206			3.040	9.089	3.086		-0.400	5.019			3.313	9.433		23.835	9.838	5.286			5.190	8.361	Metabolic
1.000	23.221	SSC1	RPS8B	13.645	13.780	-3.829	23.221	2.475	14.771	0.000	2.331	0.089	1.269	-0.075			2.361	4.104	1.601	-0.661		0.407	0.962		-0.428	0.515		15.261	2.650	2.705			1.263	0.318	Complex
1.000	16.779	MAE1	RPS7A	5.023	4.021	-3.730	16.779	-0.115	12.538	0.000	1.163	-0.444	2.336	0.075			1.226	-0.148	1.258	-0.796	-0.282	-0.185	0.080		-0.958	-0.305	0.000	16.231	-0.437	-0.201				-0.619	Complex
0.998	13.403	RPS6A	RPB8	11.672	13.403	-1.026	5.085	7.001	0.881	1.753	2.401		1.573	-0.206			0.000	2.246	1.517			-0.183	0.556		0.374	-1.600		11.443	0.492	-0.344			1.528	-1.345	Metabolic
1.000	32.553	RPL20A	RPL16B	30.921	32.553	8.022	23.552	11.724	3.217	3.320	3.031		6.282	1.355			3.623	10.297	5.011	9.367			1.695		6.878	5.150	0.663	23.068	9.076				2.183	7.259	Metabolic
0.990	11.485	RPS9B	SPE3	9.873	11.485	-3.891	2.580	6.992	-0.442	-0.764	1.180	0.175	3.689	-0.206			0.862	1.618	0.558	4.508			-0.188		1.530	0.576	0.000	7.896	0.014	1.709			0.418		Metabolic
1.000	15.606	PNP1	TEF4	3.631	2.578	-6.525	15.606	1.651	12.543	-0.278	0.360	0.089	-0.622	-0.075			1.939	1.588	2.053	-0.249	-0.199				-0.419	-0.473	0.000	13.223		-0.185					Complex
1.000	18.092	MAE1	PRP43	8.585	7.422	-3.145	18.092	1.856	12.525	-0.278	2.029	-0.093	1.492	-0.075			0.637	-0.381	0.356	-0.787	-0.278	-0.185	0.080		-0.615	0.548	0.000	17.342	-0.578	-0.201		-0.079		-0.576	Complex
1.000	18.279	RPL20A	DHH1	6.909	3.930	-0.718	18.279	1.038	13.590	0.680	2.331		0.690	0.075		0.210	-0.335	1.472	1.033	0.286	-0.278	-0.103	-0.091		0.383	0.255	0.000	15.358	0.057				-0.177	0.095	Complex
0.997	12.722	TIF6	ARO1	0.354	1.405	-0.857	12.722	-0.178	12.179	0.000	0.989		-0.269															12.744		-0.201					Complex
1.000	23.294	RPS6A	OLA1	12.375	13.903	-5.732	23.294	5.467	12.014	-0.278	2.331		1.448	-0.075	-0.112		2.499	1.906	2.258		0.193	-0.059	0.187		0.284	0.347		20.042	4.407	0.523			1.806		Complex
1.000	16.702	RPL8B	PNP1	2.784	4.521	-5.109	16.702	2.495	12.543	0.000	0.601	-0.093	-0.373	-0.075			1.604	1.304	1.649	0.895	0.470	1.463	0.080		-0.601	0.092	-0.206	13.974		-0.185					Complex
1.000	25.610	RPL4A	HSP60	14.139	16.282	-2.204	25.610	5.404	14.234	0.000	2.029	0.089	1.288	-0.075			2.641	4.612	5.981	2.246		0.285	0.962		-0.726	-0.104		15.827	5.495	-0.201			1.263		Complex
1.000	23.362	RPL20A	SAH1	14.646	14.944	-3.656	23.362	4.714	12.540	0.000	2.029		1.806	-0.075			2.349	3.346	1.827	1.167	0.507	-0.185	0.791		0.561	0.487	-0.206	19.816	1.719				-0.288		Complex
0.994	12.051	FAS2	PNP1	0.399	0.551	-0.460	12.051	1.196	12.190	-0.278	-0.538		-0.519															12.021		0.258					Complex
1.000	17.446	RPS6A	DHH1	5.295	1.837	-2.552	17.446	0.851	12.014	0.680	2.331		0.690	-0.075			0.956	-0.288	1.420		-0.123	-0.105	0.000		0.039	-0.676		15.110	0.810	-0.201			-0.305	0.095	Complex
1.000	18.737	TIF6	PGI1	8.485	9.967	-2.408	18.737	2.490	12.015	-0.278	2.331		0.650	-0.075			1.604	3.194	-0.845	0.580	1.012	-0.114	0.187		0.482	0.920	-0.206	15.702	-0.544	-0.201			0.643	-0.508	Complex
1.000	16.895	FAS1	TIF1	6.578	5.906	-1.793	16.895	3.368	12.179	0.000	0.275		1.073															16.965		-0.201					Complex
0.999	13.564	ILV3	DHH1	1.289	3.700	0.213	13.564	-0.385	12.509	-0.278	1.298		0.420				0.000											13.334	0.363	0.242	0.113			-0.227	Complex
1.000	32.434	RPL13B	ASC1	26.326	32.434	7.436	32.238	12.123	3.605	3.320	3.031	0.175	6.136	1.355			2.689	10.577	3.333	10.056	1.675	1.688	0.833		4.284	9.513		22.146	4.724	0.599			3.879	8.361	Metabolic
1.000	33.754	RPL20A	RPL4A	30.140	33.754	10.873	23.370	11.647	4.465	3.320	3.031		6.610	1.355			3.326	12.763	6.569	9.868	0.257	0.844	2.049		3.011	2.151	0.663	22.407	9.001				1.568	8.361	Metabolic
1.000	21.706	ILV5	RPL20A	9.500	13.611	-0.233	21.706	5.675	12.175	0.000	0.989		1.940				0.927											18.732	5.134					0.855	Complex
0.997	12.666	FAS1	CAA42329	1.921	2.581	-0.534	12.666	-0.185	12.179		0.672																	12.862		-0.201					Complex
1.000	25.711	RPL13B	KRS1	16.442	18.419	-2.819	25.711	6.087	13.796	0.000	2.331	0.089	1.220	0.075			2.111	4.676	1.734	2.359	-0.222	0.867			0.496	0.965	-0.206	19.375	2.626	0.523			0.498	4.684	Complex
1.000	21.015	RPS8B	PRP43	21.015	17.769	3.635	18.762	6.673	7.995	0.602	2.407		1.558	-0.109			1.891	4.461	4.082	3.306	1.344	0.984	-0.212		0.060	0.041	0.760	15.181	1.612	-0.343			0.949	0.524	PPI
0.994	12.022	RPL13B	ARG4	8.519	12.022	-1.769	5.000	7.258	-0.442	-0.218	1.360	0.175	3.080	-0.206			1.016	-1.272	-0.658	4.490	-1.287	-0.391			-1.145			3.141	4.531	-0.273				4.350	Metabolic
1.000	24.007	RPS6A	PGI1	12.779	15.184	-2.865	24.007	3.004	13.820	-0.278	2.331		1.940	0.000			3.190	1.105	0.627		0.142	0.498	1.943		2.559	0.884		18.447	1.164	-0.201			1.185	-0.270	Complex
1.000	21.847	TIF6	KRS1	10.844	12.130	-5.056	21.847	4.569	12.015	0.000	2.850		0.429	0.381			1.604	3.286	1.469	2.805	-0.123	0.107			0.696	0.596	0.000	18.675	0.396	-0.201			0.357	0.580	Complex
0.998	13.329	ILV3	PNP1	0.891	-0.030	-0.844	13.329	0.769	12.135	-0.278	0.275		0.429															13.389		-0.185	-0.357	-0.243			Complex
1.000	27.161	RPS6A	KRS1	16.997	20.316	-2.378	27.161	6.450	14.839	-0.278	2.331		1.220	0.381			2.218	5.014	2.297		0.122	0.289			2.346	0.394		19.671	4.229	0.523			0.562	5.141	Complex
1.000	22.001	ILV3	RPL13B	12.738	16.523	-1.541	22.001	5.519	12.170	-0.278	0.989		2.674				0.927											18.792	3.856	0.242				4.588	Complex
1.000	21.494	RPL13B	PGI1	10.331	12.316	-4.567	21.494	2.747	12.538	-0.278	2.331	0.089	1.940	-0.075			2.202	2.017	0.502	1.061	-0.417	0.000			-0.381	-0.517	-0.206	17.257	0.232	-0.201			1.852	-0.270	Complex
0.999	14.178	RPL4A	ARO1	1.332	2.320	-1.869	14.178	0.013	12.179	-0.278	0.989		1.065			0.210												14.199		-0.201					Complex
1.000	15.423	RPS6A	PNP1	3.205	3.387	-4.200	15.423	1.382	12.018	-0.278	0.601		-0.238	0.000			1.939	1.538	1.581		0.193	0.623	0.080		-0.175	0.125		12.922		-0.185					Complex
0.997	12.659	RPS6A	ARG4	9.855	12.659	0.058	4.693	9.414	-0.442	-0.764	0.895		2.556	-0.206			1.206	-1.272	-0.448		-0.853	-0.391	-0.309		0.536			1.719	8.607	0.000				6.041	Metabolic
1.000	22.860	ILV3	RPL16B	11.349	16.269	-2.354	22.860	6.804	12.170	-0.278	1.298		1.940				0.927											19.335	5.495	-0.016				4.588	Complex
1.000	25.647	TIF6	ASC1	20.315	19.737	-1.029	25.647	5.289	13.688	0.680	2.331		0.958	0.887		0.210	1.604	7.203	0.866	3.320	0.216	0.566	0.187		0.552	0.398		19.747	1.635	-0.201			0.643	0.580	Complex
1.000	14.579	FAS2	RPS4A	3.227	4.602	-1.341	14.579	1.075	12.179	0.000	0.253		1.073															14.601		-0.201					Complex
1.000	20.340	ILV5	PAB1	7.730	8.697	-1.105	20.340	4.966	12.170	0.000	0.989		1.288				0.927											19.312	1.810	0.958				-0.221	Complex
1.000	16.533	ILV5	PGK1	5.504	9.577	-0.547	16.533	1.448	12.125	-0.278	0.601		1.710				0.927											14.462	2.362	-0.201	0.288	0.208		-0.593	Complex
1.000	31.809	RPS6A	ASC1	24.880	31.809	7.553	31.698	11.866	4.326	3.320	2.401		6.325	0.000			3.572	10.292	4.112		0.132	2.762	4.300		1.264	8.540		22.155	8.924	0.177			3.940	8.361	Metabolic
1.000	30.765	RPL20A	RPS8B	28.488	30.765	11.876	22.440	11.863	4.984	3.320	3.031		5.075	0.000			2.493	7.588	6.596	10.151	2.263	3.737	0.948		6.914	4.974	0.206	22.160	9.093				3.569	7.971	Metabolic
0.999	14.083	PNP1	RPS3	2.786	4.421	-4.061	14.083	-0.166	12.527	-0.278	0.601	-0.093	-0.373	-0.075			1.939	1.634	1.634	0.631	0.262	0.677			-0.551	-0.342	0.000	12.730		-0.185	-0.357	-0.839			Complex
1.000	15.208	CAA42329	ILV3	4.563	6.318	-1.137	15.208	1.555	12.125		0.601						0.927											12.791	2.387	-0.201	-0.138	0.208		0.318	Complex
1.000	16.728	PNP1	RPS8A	3.281	3.861	-4.233	16.728	1.404	13.593	-0.278	0.601	0.089	-0.373	-0.075			1.768	2.637	1.835	0.651	0.575	0.917	-0.091		-0.369	0.279	0.000	12.408		-0.185					Complex
0.991	11.565	ILV5	HIS5	7.030	11.565	2.575	1.409	6.275	0.605	-0.764	1.279		4.170															4.505	5.982	0.248	2.691	-0.412		-1.204	Metabolic
1.000	18.642	GLN1	ILV3	7.090	11.233	-0.226	18.642	2.473	12.487	-0.278	0.360		2.674				0.927											16.923	0.226	0.958	0.825	-0.243		-0.593	Complex
0.998	13.148	FAS2	ARO1	4.049	2.424	-0.886	13.148	2.129	12.179	-0.278	-0.537		-0.346															13.001		0.523					Complex
1.000	21.718	ILV3	RPS4A	10.682	14.377	-0.946	21.718	6.589	12.170	-0.278	1.298		1.940				0.000											18.944	4.202	0.523				4.351	Complex
1.000	19.420	PAB1	PRP43	19.420	16.797	3.070	16.773	4.895	8.905	-0.273	2.407		1.601	-0.109		0.814	1.181	6.166	1.366	0.864	-0.158	-0.318	0.164		-0.063	0.629	0.173	16.219	-0.445	-0.343			-0.159	0.349	PPI
1.000	32.282	RPL20A	RPS4A	28.193	32.282	9.625	22.868	11.047	4.984	3.320	3.031		6.931	0.445			2.523	8.371	3.274	3.904	3.269	3.662	3.581		6.024	4.974	0.663	24.976	6.883				3.223	8.361	Metabolic
1.000	20.778	ILV5	RPS8B	9.302	13.475	-1.131	20.778	4.703	12.170	0.000	1.268		1.710				0.927											17.305	4.915	0.958				0.919	Complex
