#0:PFC	1:FBS_max	2:Gene1	3:Gene2	4:FBS_PPI	5:FBS_Metabolic	6:FBS_Signaling	7:FBS_Complex	8:LLR_MEX	9:LLR_PIN	10:LLR_SCL	11:LLR_PHP	12:LLR_MIR	13:LLR_TFB	14:LLR_PEX	15:LLR_GIN	16:LLR_DOM	17:LLR_QMS	18:LLR_HSA	19:LLR_MMU	20:LLR_RNO	21:LLR_CFA	22:LLR_GGA	23:LLR_DRE	24:LLR_CIN	25:LLR_DME	26:LLR_CEL	27:LLR_BTA	28:LLR_SCE	29:LLR_ATH	30:LLR_SPO	31:LLR_BSU	32:LLR_ECO	33:LLR_PFA	34:LLR_OSA	35:Max_category
1.000	29.733	RPL7A	TEF1	20.478	19.855	-2.711	29.733	5.862	15.319	0.680	4.009	-0.093	0.958	0.075			2.921	4.828	4.017	-0.283	0.590	0.546	1.836		0.051	0.696	-0.206	21.024	4.779				1.930	4.253	Complex
1.000	14.932	ASC1	TRP5	0.186	0.210	-0.184	14.932	1.222	12.170	-0.278	1.298		0.855				-0.335											15.295	-0.464	-0.201				-0.455	Complex
1.000	25.411	HSP60	PRE9	10.780	12.998	-2.700	25.411	5.253	15.375	-0.278	2.029	-0.093	0.246	0.381			2.499	6.267	7.773	1.888		0.607	0.080		2.182	0.929		14.916	0.850	-0.016			0.347		Complex
1.000	16.398	SSL1	RPL20A	6.093	6.851	-1.634	16.398	2.351	12.015	-0.278	2.331		0.683				-0.704	-1.054	0.041	1.357	0.061	0.102	0.000		0.613	0.113		14.356	1.667				1.016		Complex
1.000	15.735	RVB2	RPL8B	14.509	9.853	0.446	15.735	4.913	6.025	0.000	2.959	0.089	0.221	-0.075			1.604	4.814	2.514	2.462	0.723		-0.091		0.458	0.286		9.582	0.231	-0.201			1.920	4.228	Complex
1.000	19.863	TEF2	PRE9	7.211	8.994	-3.415	19.863	1.441	14.357	-0.278	2.331	-0.093	-0.038	-0.075			2.218	2.917	3.903	-0.673		0.187	-0.091		0.007	0.547	-0.059	14.340	1.269				-0.211	0.148	Complex
1.000	16.375	SSL1	RPL4A	6.185	7.853	-1.388	16.375	2.396	12.014	-0.278	2.331	0.089	0.528				-0.704	-0.646	0.215	0.980	0.000	0.102	-0.206		0.518	-0.375		14.145	1.876	-0.201			1.284		Complex
1.000	35.460	RPL7A	ASC1	26.833	35.460	5.769	32.458	12.062	5.476	3.320	2.401	0.175	6.004	2.534			3.488	11.249	5.501	7.002	1.689	-0.393	3.587		4.442	9.564		21.195	11.014	0.177			2.055	8.361	Metabolic
0.999	13.741	HSP60	TEF2	10.301	9.988	1.086	13.741	-0.188	8.500	0.000	2.850	-0.995	1.288	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.261	1.550				0.622		Complex
1.000	19.892	ASC1	VMA2	5.369	6.599	-2.500	19.892	2.404	12.538	-0.278	2.331	0.089	0.752	-0.075		0.737	1.394	-0.251	1.240	-0.448	-0.683		-0.091		0.289	0.214		18.040	0.188	-0.201			1.715	-0.244	Complex
1.000	17.722	RPL8B	CDC48	17.722	15.705	-0.073	15.011	2.171	5.982	2.450	3.103		1.773	-0.109			2.352	1.326	3.237	1.501	-0.570		0.946		0.025	0.063	-0.281	11.816	-0.561	-0.172			0.974		PPI
1.000	33.143	RPP0	ASC1	27.718	33.143	5.933	21.917	12.228	4.474	3.320	2.401		6.610	1.355		-0.816	3.572	10.888	5.272	10.088	3.020	2.597	3.613		5.691	9.014		23.286	6.519	0.177			5.662	7.985	Metabolic
0.999	14.073	HSP60	THR4	2.629	6.520	-4.297	14.073	0.827	12.034	-0.278	0.788		0.952	0.075			-0.325	-0.763	-0.423	0.902		-0.109	0.080					13.520		0.258		-0.243			Complex
0.999	14.215	MRPS28	RPL4B	3.027	4.505	-2.361	14.215	1.781	12.109	0.680	0.693		-0.723		0.000		-0.325		-0.984									12.854		-0.201			1.676		Complex
0.907	9.183	PAB1	GLN4	7.447	9.183	-1.348	3.082	7.603	-0.466	-0.764	2.401	0.175	-0.650	0.169			0.714	5.570	0.094	1.051	-0.374	0.715	-0.380		0.129	-0.450	0.206	5.617	-0.036	-0.344			-0.424	-0.493	Metabolic
0.999	13.698	MRPS28	RPL20A	3.648	5.957	-2.883	13.698	1.052	12.116	0.680	0.693		-0.519				-0.325		-0.259									12.784					1.317		Complex
1.000	20.894	URA2	RPL4A	9.611	10.898	-2.582	20.894	4.786	13.469	-0.278	0.556	-0.093	0.977	-0.075			1.551	2.940	1.830	0.970	0.000	0.120	-0.091		0.144	0.397	0.283	14.682	4.862	0.242			1.929		Complex
1.000	20.373	RPS4B	VMA2	10.449	7.830	-5.135	20.373	2.483	13.432	-0.278	4.009	-0.093	0.221	0.075			0.523	-0.138	2.744	-0.713	-0.467		-0.091		-0.446	-0.338	0.474	18.084	-0.516	-0.016			1.317	0.805	Complex
0.999	14.281	MRPS28	RPP0	3.850	6.448	-2.752	14.281	1.393	12.109	0.680	0.693		-0.269				-0.325		-0.266									12.900		-0.201			1.469		Complex
0.992	11.770	AGX1	TUB2	2.077	1.403	-6.308	11.770	-2.136	12.062	-0.672	1.163		0.886	-0.075			0.541	-1.896	-0.262	-1.225	-0.662	-0.105	-0.091		-0.454	-0.288	-0.206	13.980	1.256					-2.547	Complex
0.999	13.833	HSP60	TRP5	3.635	2.244	-1.025	13.833	1.070	12.125	-0.278	0.601		0.650				-0.335											13.505	-0.565	0.958	-0.357	-0.243			Complex
1.000	30.156	RPS4B	TEF1	19.846	18.625	-3.344	30.156	6.122	14.874	0.680	4.009	0.089	1.495	0.075			2.811	3.805	3.669	1.496	0.621	0.817	1.836		-0.351	0.569	0.000	21.773	1.905				1.263	4.588	Complex
0.999	14.489	AGX1	HSP60	-1.199	2.182	-5.425	14.489	0.321	12.062	-0.278	1.163		0.755	-0.075			0.541	-1.334	-0.722	-0.590		-0.105	-0.091		0.445	-0.544		13.814	0.087		0.000				Complex
0.998	13.195	HSP60	TEF1	9.829	9.940	0.849	13.195	-0.136	8.500	0.000	2.850	-0.995	0.690	-0.075			2.361	3.337	3.022	1.694		0.187	1.069		-1.412	-0.295		9.162	1.550				0.622		Complex
0.997	12.879	RPS4B	TRP5	-1.529	0.255	-0.728	12.879	0.941	12.170	-0.278	1.298		-0.301				-0.950											13.910	-1.156	-0.016				-0.292	Complex
1.000	32.330	RPS4B	ASC1	28.002	32.330	5.238	22.564	12.059	4.474	3.320	2.401	0.175	6.610	0.774		-0.816	3.333	8.807	3.505	5.395	2.204	2.153	3.831		4.947	9.665		21.828	7.498	0.599			4.339	8.361	Metabolic
1.000	15.094	PAB1	MNN9	2.748	3.611	-2.925	15.094	3.242	12.179	-0.278	0.253		-0.301															15.119		-0.201					Complex
1.000	33.831	RPS1B	RPL30	29.263	33.831	6.376	25.314	11.328	6.098	3.320	3.899	0.175	5.262	0.774			2.973	12.052	2.829	12.116	-0.193		3.242		1.358	4.476	0.663	23.433	6.665	1.638			2.220	8.361	Metabolic
1.000	26.949	HSP60	ASC1	15.717	15.669	2.261	26.949	5.190	13.797	0.000	2.331	-0.093	2.337	0.075		0.210	3.102	4.764	3.102	2.526		-0.114	1.943		-0.293	-0.324		17.269	4.864	-0.201			1.252		Complex
1.000	20.186	RPL29	RPL20B	19.863	20.186	3.482	13.972	9.693	2.477	3.320	0.852		3.843									0.517			5.704	-0.329		16.133	6.089				2.973	7.401	Metabolic
1.000	25.367	PAB1	RPL7A	16.199	17.475	-0.257	25.367	5.111	14.367	0.680	2.959	0.089	0.324	0.075		0.210	1.551	5.545	3.080	-0.299	0.187	-0.303	-0.091		0.070	0.538	0.145	20.142	1.743	0.242			-0.158	0.660	Complex
1.000	33.045	RPS1B	RPS24A	30.321	33.045	8.135	25.746	11.269	6.495	3.320	2.401	0.175	5.279	0.445			3.661	13.390	4.360	6.838	2.012	1.746	2.786		0.148	7.873		23.130	12.037	0.599			1.245	8.361	Metabolic
0.999	13.914	ATP1	TRP5	2.714	4.996	-0.952	13.914	1.142	12.125	-0.278	0.601		0.324															13.296	0.656	0.242	-0.290	0.618			Complex
1.000	14.583	GLN4	RPL27A	14.583	14.241	-1.455	6.337	8.088	2.454	-0.668	2.407		0.668	0.454			1.181	8.528	1.934	2.976	0.000	-0.198	0.164		-0.219	-0.465	0.760	7.967	3.113	-0.343			-0.311	1.644	PPI
0.997	12.608	URA2	MNN9	1.564	2.085	-0.916	12.608	0.874	12.179	0.000	-0.175		-0.269															12.453		0.242					Complex
1.000	32.044	RPL7A	RPS13	27.854	32.044	9.591	22.661	11.215	6.449	3.320	3.031	-0.108	5.041	-0.206			3.302	12.020	4.770	3.775		0.144	2.748		5.914	6.695	0.663	21.886	11.387	1.638			0.903	7.401	Metabolic
1.000	30.143	RPL7A	RPS24B	26.533	30.143	6.274	22.119	9.832	4.886	3.320	3.031	-0.083	5.364	0.169			3.623	12.870	3.877	3.696	2.138	2.522	3.168		2.040	7.234		19.075	9.286	0.599			1.742	6.772	Metabolic
1.000	23.495	BAA09202	RPS4A	10.870	9.672	-2.136	23.495	0.961	15.139		4.009	0.089	0.469	0.075			2.752	3.690	1.293	-0.632	0.083	-0.303	1.664		0.209	-0.290	0.145	16.200	3.214	-0.016			-0.358	0.520	Complex
1.000	19.292	PAB1	TUB2	8.127	6.076	-0.242	19.292	1.121	13.786	-0.278	2.959	-0.093	0.650	-0.075			1.222	2.893	0.753	-0.809	-0.271	-0.303	-0.091		-0.112	-0.014	-0.059	17.022	-0.109	-0.016			-0.464	0.095	Complex
1.000	20.763	URA2	RPL7A	9.887	10.602	-3.641	20.763	4.505	13.469	-0.278	0.556	-0.093	0.977	0.075			1.551	2.463	1.934	-0.012	-0.127	0.217	0.187		0.226	0.261	-0.206	14.695	4.277	0.242			1.951		Complex
1.000	20.749	BAA09202	RPL30	8.363	9.207	-2.864	20.749	0.078	15.139		2.959	0.089		-0.075			2.560	3.060	1.178	-0.060	-0.127		1.664		0.292	-0.690	0.145	15.149	3.481	-0.201			-0.358	0.095	Complex
1.000	18.814	RPT6	RPS24A	4.177	3.309	-4.525	18.814	1.127	12.014	0.000	2.331	0.089	1.389	-0.075			1.939	2.342	0.515	0.321	-0.157	-0.254	0.187		0.128	-0.597		15.103	-0.504	-0.201			-0.129	0.805	Complex
1.000	19.108	ATP1	VMA2	8.704	8.545	-1.308	19.108	0.386	14.308	0.680	2.029	-0.093	-0.038	-0.075		0.621	1.290	3.100	1.828	0.935	-0.710		0.000		-0.112	-0.002	-0.206	15.482	-0.364	-0.016			-0.564		Complex
0.970	10.368	HSP60	VMA2	10.368	6.618	-0.842	10.033	1.767	5.090	-0.668	2.607		0.510	0.000			1.062	2.149	1.585	0.616			-0.551		0.830	0.813		4.985	-0.459	0.510			1.706		PPI
1.000	23.353	RPL7A	RPL29	14.458	18.605	4.752	23.353	6.574	12.162	2.291	0.788	0.089	1.448									0.000			1.203	2.638		19.900	5.187	0.958			0.306	5.141	Complex
1.000	23.706	CDC48	RPL30	13.337	13.117	-3.073	23.706	1.458	13.797	1.320	4.009	0.089	0.683	0.075			2.273	4.609	1.735	0.310	-0.127		0.791		-0.046	-0.346	0.145	18.634	-0.512	-0.201			0.150		Complex
1.000	19.941	RPT6	RPL30	4.709	3.684	-7.329	19.941	2.004	12.538	0.000	2.331	0.089	0.683	0.075			2.219	2.198	1.724	1.317	-0.127		0.080		-0.046	-0.334	0.145	14.902	-0.729	-0.201			0.150	0.805	Complex
1.000	19.777	CDC48	RPS24A	9.084	12.530	-4.664	19.777	1.759	12.014	0.680	2.331	0.089	0.618	-0.075			2.361	2.075	1.546	0.029	-0.259		0.962		0.128	0.156		17.239	0.029	0.084			0.210		Complex
1.000	22.124	BAA09202	RPS24A	11.626	9.449	-1.407	22.124	0.964	14.978		2.959	-0.093	0.469	-0.075			2.921	3.625	0.085	-0.795	-0.231	-0.303	1.664		-0.267	-0.539		15.149	4.577	-0.201			-0.129	0.520	Complex
0.986	11.158	CAA42366	PRP28	0.108	0.473	-1.119	11.158	-0.824	12.175		0.141						-0.335											12.332	-1.158	-0.185					Complex
0.999	13.431	PAB1	KIN28	4.148	4.323	-3.644	13.431	0.580	12.536	-0.278	1.163	-0.093	-0.556	-0.075	-0.468	0.621		0.848	-0.513	0.000	-0.080	-0.254	-0.091		-0.112	-0.348	0.000	12.248	0.218	0.242				0.095	Complex
0.941	9.671	GLN4	RPB8	8.425	9.671	-3.285	2.063	8.208	-0.466	-0.764	2.401	0.175	0.873	-0.206			-0.550	3.253	-0.853	3.150		0.342	1.080		1.939	1.457	1.502	8.213	-0.867	0.177			0.305	-1.146	Metabolic
1.000	20.219	PAB1	CDC48	7.995	7.181	-3.197	20.219	1.894	13.432	0.680	2.331	-0.093	0.324	0.075	0.311	-0.305	1.569	1.215	2.635	0.454	-0.145		0.080		-0.112	0.254	0.000	17.429	0.070	-0.201			-0.427		Complex
1.000	33.060	RPL4A	RPL30	29.639	33.060	4.270	23.350	10.976	4.975	3.320	3.899	0.175	6.193	0.445			3.077	13.524	3.501	8.464	-0.193		2.245		2.706	4.813	1.502	24.180	3.591	1.638			0.808	7.537	Metabolic
0.998	13.176	PAB1	ARO8	3.210	1.529	-2.023	13.176	1.723	12.179	-0.278	0.601		-0.269	-0.075			-0.704	-1.519	0.128	-0.663	-0.628	-0.249					-0.206	14.254		-0.201					Complex
1.000	24.653	ATP1	ASC1	11.266	14.024	-6.287	24.653	3.808	13.796	0.000	2.029	0.089	1.220	-0.075		0.737	3.049	3.884	1.968	1.944	0.538	0.107	1.943		0.783	1.033		18.686	-0.858	-0.201			-0.405		Complex
0.962	10.133	OXA1	HSP60	10.133	9.034	-0.855	3.172	6.143	2.067	0.602	0.974		0.792	0.000			-0.444	1.966	0.419	2.285			0.788		0.644	5.515		3.388	1.673	-0.093	-0.473				PPI
0.999	14.156	MNN9	VMA2	3.441	3.811	-1.156	14.156	1.586	12.179	0.000	0.693		-0.301															14.185		-0.201					Complex
1.000	31.625	RPL4A	RPS24A	29.339	31.625	6.070	23.280	11.188	6.027	3.320	2.401	-0.211	5.368	0.169			3.363	12.604	4.540	5.438	0.257	2.824	1.965		0.198	5.754		21.615	12.951	0.599			5.662	8.361	Metabolic
1.000	15.764	RPS4B	RPL29	12.615	15.764	4.612	6.252	10.419	-0.398	3.320	0.895	0.175	1.352									0.517			3.623	4.525		10.384	8.486	0.599			-0.256	7.783	Metabolic
1.000	25.561	PAB1	RPL4A	15.112	16.461	0.393	25.561	5.363	14.588	0.680	2.331	-0.093	0.855	0.075		0.210	1.551	6.134	2.769	1.404	0.000	-0.041	-0.091		-0.112	0.894	0.000	20.123	1.743	0.958			0.260	1.306	Complex
0.964	10.181	OXA1	RPL27A	8.291	10.181	-3.454	2.156	5.347	-0.426	0.675	1.180		3.222	0.774			-0.591	3.956	-0.209	4.509	0.257		0.864		-1.191	-1.690	0.663	4.404	1.684	0.670					Metabolic
1.000	15.259	PAB1	RIO2	3.593	4.279	-2.514	15.259	1.552	12.020	-0.278	2.959		-0.556	0.381			-0.818	0.162	-0.497	1.358	-0.125	-0.185	-0.091			0.121	0.000	14.523	-0.328	-0.201			-0.393	0.382	Complex
1.000	18.828	PAB1	RPB8	7.744	6.158	-2.996	18.828	3.325	13.459	0.000	2.331	0.089	-0.301	-0.075			0.000	2.546	-0.462	0.632		-0.303	0.000		0.070	-0.183	0.086	17.118	-0.504	-0.016			-0.158	-0.619	Complex
1.000	16.315	MNN9	RPS13	5.190	5.855	-0.742	16.315	3.837	12.179	-0.278	0.253		0.324															16.326		-0.016					Complex
1.000	15.156	PRP28	HSP60	4.720	3.408	-2.919	15.156	0.538	12.056	-0.278	2.029	-0.093	0.094	-0.075	0.658		0.227	1.433	-1.171	1.101			0.080		-0.847	0.284		13.183	0.128	-0.185			-0.583		Complex
1.000	22.713	ATP1	TEF1	14.885	13.803	-4.160	22.713	2.574	15.045	0.293	2.331	-0.093	-0.173	-0.075			2.811	2.889	2.962	-0.402	0.063	0.107	1.943		0.354	0.769	0.283	16.667	2.516				-0.284		Complex
0.966	10.251	OXA1	TAZ1	7.624	10.251	3.507	0.230	7.305	-0.419	3.320	0.852	-0.158	-0.650	0.000				0.949	0.547	2.981	1.575		-0.306			5.329		6.590	-1.054						Metabolic
1.000	31.637	RPS4B	RPL27A	29.537	31.637	5.403	22.699	11.278	4.886	3.320	2.401	-0.108	5.945	1.355			2.561	10.703	3.114	6.395	0.257	1.449	3.106		4.849	8.050	1.502	22.116	6.606	1.638			4.540	8.361	Metabolic
1.000	25.049	RPS4B	HSP60	13.419	13.762	-3.919	25.049	3.704	14.873	0.000	2.029	0.089	1.288	0.075			2.990	3.890	4.282	2.899		-0.303	1.664		-0.761	0.378		15.015	3.189	-0.016			1.263		Complex
1.000	19.472	RPT6	TEF2	7.238	4.683	-4.928	19.472	1.521	12.528	-0.278	2.850	0.089	0.443	0.381			1.939	1.974	2.918	-0.697	-0.051	-0.249	0.080		-0.399	-0.531	-0.265	14.834	-0.206				0.887	-0.244	Complex
1.000	16.657	URA2	PAB1	4.181	5.904	-3.033	16.657	2.296	13.469	-0.278	0.556	-0.093	-0.556	0.075			1.186	2.197	0.462	0.100	-0.197	-0.303	-0.091		-0.112	0.254	-0.206	13.974	1.505	0.242			-0.158		Complex
0.999	14.058	CAA42366	PAB1	2.153	4.638	-0.639	14.058	-0.028	12.170		0.989						0.927											13.180	0.823	0.242					Complex
1.000	24.734	RPL20A	HSP60	12.625	13.707	-1.351	24.734	5.036	13.590	0.000	2.029		1.288	-0.075			2.867	4.107	1.301	2.253		-0.185	1.943		-0.850	0.775		14.817	5.269				1.185		Complex
0.966	10.250	PGC1	BAA09202	-0.618	0.029	-1.071	10.250	-1.071	12.073		0.141			-0.075			-0.818	-1.426	-0.714	-0.989	-0.625	0.000	-0.091				-0.206	12.332		0.258					Complex
0.985	11.083	CDC48	TSC13	8.846	11.083	-4.232	1.647	4.971	0.336	1.753	2.401	0.201	0.555	-0.206			1.072	-0.387	-0.751	2.225	0.968		-0.612		-0.080	0.360	-0.346	6.831	-1.027	1.638			0.478		Metabolic
1.000	33.443	RPL20A	RPL27A	31.535	33.443	11.744	24.347	11.621	4.726	3.320	3.031		6.454	1.355			2.936	9.636	6.180	10.207	0.558	1.567	3.340		8.646	4.974	0.206	25.194	7.534				1.236	8.361	Metabolic
1.000	20.062	URA2	RPS1B	8.989	10.550	1.068	20.062	4.236	13.469	-0.278	1.163	-0.093	0.364	-0.075			1.276	1.422	1.684	0.381	0.275	-0.105	0.080		-0.065	0.874	0.145	15.074	4.463	-0.016			1.203		Complex
1.000	27.787	RPT6	PRE9	25.818	27.787	3.561	22.207	8.476	7.562	3.320	2.401	0.201	0.663	0.169	2.483	0.819	1.693	7.551	4.321	9.749		3.488	0.612		4.460	0.658	-0.455	15.607	6.121	1.638			1.550	2.759	Metabolic
0.993	11.883	URA2	MNN11	0.973	1.758	-0.977	11.883	0.512	12.179	0.000	-0.538		-0.269															11.952		-0.201					Complex
0.946	9.766	PRP28	RPS1B	9.766	7.661	-1.564	9.014	2.295	4.992	-0.273	2.407		0.147	0.000			0.199	1.310	0.254	1.834	0.168		-0.212		0.229	-0.939	0.173	5.737	-0.552	-0.264			-0.595	0.972	PPI
0.962	10.137	PRP28	RPL4B	10.137	7.588	-3.000	8.957	4.447	4.992	-0.273	1.503		-0.731	0.000		0.000	0.199	1.822	0.284	4.384	0.000		-0.110		0.103	0.257	1.428	5.537	-0.805	-0.264			-0.742	1.063	PPI
0.985	11.127	RPS4B	RPB8	10.681	11.127	-5.009	3.855	6.472	0.881	-0.764	2.401	0.175	1.517	0.445			0.000	2.832	0.540	0.693		-0.183	-0.641		2.018	-1.589	1.502	7.052	0.525	-0.071			1.365	-1.059	Metabolic
1.000	20.361	URA2	RPL4B	8.604	8.902	-3.111	20.361	4.790	13.469	-0.278	0.556	-0.093	0.440	-0.075			1.551	2.940	1.830	0.970	0.000	0.120	-0.091		0.144	0.397	0.283	14.190	4.862	0.242			1.929		Complex
1.000	16.209	THR4	VMA2	6.154	7.698	-3.488	16.209	2.252	12.073	-0.278	1.233		0.855	0.075			0.000	-0.541	-0.487	-1.234	0.080		-0.091				-0.206	16.825		0.000					Complex
1.000	20.154	URA2	ASC1	9.569	12.398	0.818	20.154	4.908	12.014	-0.278	0.556	0.089	1.389	-0.075			1.551	1.813	2.028	0.908	1.102	0.120	0.187		-0.174	-0.112		15.059	4.862	-0.016			1.697		Complex
0.998	13.067	HSP60	RPS13	13.067	12.200	1.010	6.572	4.880	2.432	0.602	1.503		1.170	-0.109			2.589	4.872	0.387	0.441		-0.278	1.436		-0.921	-0.978		1.902	5.160	0.141			1.313		PPI
0.994	12.101	ERG27	VMA2	1.760	2.437	-2.458	12.101	-0.200	12.073	0.293	0.989		-0.544	-0.075			-0.435	-0.973	-0.868	-0.715	-0.348		0.000				0.283	12.526		0.539					Complex
1.000	25.054	RPS4B	TUB2	12.127	10.644	-1.990	25.054	1.342	15.139	-0.278	4.009	0.089	1.925	0.075			2.752	3.690	1.293	-0.632	0.083	-0.303	1.664		0.209	-0.290	0.145	18.570	3.214	-0.016			-0.358	0.520	Complex
1.000	24.119	HSP60	RPS24B	12.190	12.927	-1.247	24.119	4.172	13.469	0.000	2.029	-0.093	2.256	-0.075			2.361	5.272	1.562	0.166		-0.303	0.882		-0.267	-0.640		15.531	4.500	-0.201			1.930		Complex
0.984	11.003	BAA09202	TSC13	11.003	7.094	0.253	9.895	2.227	5.974		3.103		-0.523	-0.109			0.331	0.198	0.743	-1.010	-0.637	-0.295	-0.503		-1.111	-0.166	0.000	8.269	2.727	0.141			0.359	-0.801	PPI
1.000	23.768	PAB1	RPL27A	13.426	11.243	-2.284	23.768	4.688	13.469	0.680	2.331	-0.093	0.855	0.075		0.210	1.551	4.739	1.143	0.506	0.000	-0.114	0.080		-0.112	0.669	0.145	20.230	1.714	0.958			-0.383	0.660	Complex
1.000	15.705	MNN9	RPL7A	6.231	5.320	-2.551	15.705	3.853	12.179	-0.278	0.253		-0.301															15.753		-0.201					Complex
0.997	12.685	KIN28	TUB2	3.800	1.828	-2.234	12.685	0.327	12.014	-0.278	1.163	-0.093	-0.373	-0.075				-0.235	-0.605	-0.083	0.426	-0.254	-0.091		-0.054	-0.618	-0.206	12.338	-0.602	-0.016				0.095	Complex
1.000	19.976	URA2	RPL20A	9.782	12.263	0.407	19.976	4.659	12.015	-0.278	1.163		1.155	0.075			1.186	-0.025	1.371	0.372	0.309	-0.303	-0.091		0.221	-0.200	0.145	15.759	4.618				1.697		Complex
1.000	20.423	PAB1	HSP60	6.432	4.664	-2.886	20.423	0.723	15.468	0.000	2.029	-0.093	0.650	0.075			1.569	3.443	2.508	0.236		-0.303	0.080		2.409	-0.188		14.149	1.437	0.242			0.249		Complex
1.000	32.706	RPL8B	RPS4A	28.061	32.706	10.115	25.014	11.921	6.711	3.320	3.031	0.175	5.231	-0.206			2.523	9.079	4.222	6.056	2.966	5.354	3.670		5.186	7.800	0.663	22.767	11.326	1.638			4.241	8.361	Metabolic
1.000	33.100	RPS4B	RPL30	30.290	33.100	4.526	24.698	10.576	6.119	3.320	3.899	0.175	5.676	0.774			2.561	8.454	3.255	8.443	-0.193		3.494		4.476	4.608	0.663	22.969	5.897	0.599			1.320	8.361	Metabolic
1.000	16.669	RPS1B	RPL29	13.474	16.669	4.596	6.290	10.468	-0.398	3.320	0.895	0.175	2.207									0.517			2.594	3.957		13.050	8.374	1.638			0.474	8.361	Metabolic
1.000	14.852	KIN28	RPL27A	5.902	5.628	-5.887	14.852	1.951	12.014	-0.278	1.163	0.089	-0.373	0.075		0.210		1.084	-0.618	0.325	0.000	0.817	0.000		-0.085	0.225	-0.206	13.077	0.541	0.242				1.202	Complex
1.000	36.009	RPS1B	RPS13	31.351	36.009	11.206	26.307	11.481	7.777	3.320	3.899	0.175	5.610	0.445			3.302	13.188	3.967	9.213		0.684	3.221		3.746	6.764	0.206	24.614	12.102	5.286			1.320	8.361	Metabolic
1.000	31.559	RPS1B	RPS24B	30.133	31.559	7.891	25.567	10.329	6.495	3.320	2.401	0.175	5.523	0.445	-0.789		3.661	13.390	4.360	6.838	2.012	1.746	2.786		0.148	7.873		19.449	12.037	0.599			1.245	8.361	Metabolic
1.000	33.945	RPS4B	RPS24A	30.618	33.945	7.945	26.357	11.147	6.495	3.320	2.401	0.175	5.497	0.169	0.847	0.819	3.076	10.173	2.222	1.926	1.720	3.372	2.552		0.902	5.459		24.171	11.140	0.599			5.662	8.361	Metabolic
1.000	23.209	RPL20A	TUB2	10.052	9.806	-1.907	23.209	1.124	13.798	-0.278	4.009		1.925	-0.075			2.706	3.539	1.460	-0.444	-0.209	-0.203	1.664		0.109	-0.207	0.283	18.452	0.567				-0.277	0.520	Complex
0.999	14.398	URA2	TRP5	4.120	2.472	-0.283	14.398	1.088	12.170	-0.278	0.989		0.429				0.000											14.111	0.694	-0.201					Complex
1.000	21.951	RPL20A	RPB8	12.679	15.799	-1.224	21.951	4.474	13.471	0.000	2.331		1.925	0.075			-0.325	3.395	0.980	2.350		0.550	-0.206		0.692	0.138	0.000	19.621	0.636				1.203	-0.582	Complex
0.999	13.983	RPT6	TUB1	10.990	9.563	-0.495	13.983	2.098	8.205	0.293	2.331	-0.093	-0.544	-0.075			1.768	3.762	1.255	4.234	-0.149	0.295	0.187		-0.217	-0.586	0.086	7.804	-0.651	-0.201			-0.211	-0.227	Complex
0.999	14.154	CAA42366	CDC48	2.723	4.466	-2.563	14.154	0.068	12.170		0.989						0.927											13.180	-0.458	0.958					Complex
1.000	20.089	RPS1B	VMA2	9.415	7.652	-5.639	20.089	3.014	12.309	-0.278	4.009	0.089	-0.169	-0.075			1.189	-0.260	0.645	-0.855	-0.644		0.000		-0.404	-0.488	0.145	18.662	-0.717	0.242			0.481	0.805	Complex
0.917	9.307	GLN4	RPS4A	9.307	7.569	-6.729	3.445	6.771	-0.437	-0.668	2.407		0.296	0.000			0.938	3.729	1.176	0.724	1.314	-0.198	-0.110		0.268	-0.385	0.423	6.428	2.185	-0.343			1.293	0.662	PPI
1.000	18.666	HSP60	RPL29	7.580	9.100	0.376	18.666	4.554	12.162	0.000	0.788	0.089	1.073									0.000			-0.563	-0.428		14.041	4.567	-0.201			-0.089		Complex
1.000	20.589	RPT6	RPL20B	9.003	10.219	-4.280	20.589	2.545	12.540	0.000	2.331		1.495	0.075			1.604	2.298	0.159	2.383	0.431	0.173	-0.091		-0.522	0.117	0.283	15.845	0.044				0.150	-0.244	Complex
1.000	18.050	URA2	TEF1	7.404	7.753	0.472	18.050	1.552	13.471	0.000	1.134	-0.093	0.785	-0.075			1.276	2.019	-0.003	-0.837	-0.290	-0.303	0.080		-0.608	0.142	-0.206	14.595	1.557				1.195		Complex
0.999	13.898	RPS1B	TRP5	-0.190	0.984	-0.312	13.898	0.385	12.170	-0.278	1.298		0.324				0.000											13.966	-0.147	0.242				-0.292	Complex
0.993	11.854	CAA42366	ARO8	0.796	2.457	-0.998	11.854	0.145	11.939		-0.229																	11.961		0.242	-0.455	-0.243			Complex
1.000	29.152	RPS1B	TEF1	18.977	21.214	0.029	29.152	6.173	14.396	0.680	4.009	-0.093	0.958	0.075			2.952	4.801	4.268	2.754	0.573	0.817	1.664		-0.606	0.718	-0.206	21.696	2.825				1.195	4.351	Complex
0.999	14.446	RPL20A	KIN28	3.067	4.133	-3.476	14.446	1.784	12.015	-0.278	1.163		-0.373	-0.075		0.210		0.234	-0.663	1.058	-0.080	0.656	0.000		-0.175	-0.132	-0.206	12.659	0.541					0.520	Complex
