#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
RAD4	KIN28	630707	629674	4932.YER162C	4932.YDL108W	0	0	0	0	0	0	0.900	0.311	0.928
ARO8	TRP5	631095	630914	4932.YGL202W	4932.YGL026C	0	0	0	0	0.607	0	0.800	0.125	0.925
RPB3	TFB5	631829	629908	4932.YIL021W	4932.YDR079C-A	0	0	0	0	0.052	0.924	0	0	0.924
RAD28	KIN28	629855	629674	4932.YDR030C	4932.YDL108W	0	0	0	0	0	0	0.900	0.202	0.916
RPB10	SSL1	634742	632873	4932.YOR210W	4932.YLR005W	0	0	0	0	0.066	0.050	0.900	0.170	0.916
RPB10	KIN28	634742	629674	4932.YOR210W	4932.YDL108W	0	0	0	0	0.063	0	0.900	0.151	0.913
RPC40	TFB5	635350	629908	4932.YPR110C	4932.YDR079C-A	0	0	0	0	0	0.909	0	0	0.909
TRP5	AGX1	630914	630779	4932.YGL026C	4932.YFL030W	0	0	0	0	0.044	0	0.900	0.128	0.909
RPO26	PRP28	635441	630086	4932.YPR187W	4932.YDR243C	0	0	0	0	0.063	0	0.900	0.101	0.908
TFB3	RPB5	630322	629214	4932.YDR460W	4932.YBR154C	0	0	0	0	0.042	0	0.900	0.105	0.906
RPB11	TFB3	634339	630322	4932.YOL005C	4932.YDR460W	0	0	0	0	0.042	0	0.900	0.077	0.903
PRP28	RPB5	630086	629214	4932.YDR243C	4932.YBR154C	0	0	0	0	0.065	0	0.900	0	0.902
TRP5	THR4	630914	629508	4932.YGL026C	4932.YCR053W	0	0	0	0	0.692	0	0	0.693	0.901
RPB3	PRP28	631829	630086	4932.YIL021W	4932.YDR243C	0	0	0	0	0.056	0	0.900	0	0.901
RPO26	TFB3	635441	630322	4932.YPR187W	4932.YDR460W	0	0	0	0	0	0	0.900	0.052	0.901
RPB8	TFB3	634756	630322	4932.YOR224C	4932.YDR460W	0	0	0	0	0	0	0.900	0.053	0.901
RPB10	PRP28	634742	630086	4932.YOR210W	4932.YDR243C	0	0	0	0	0	0	0.900	0	0.900
RPB11	RAD28	634339	629855	4932.YOL005C	4932.YDR030C	0	0	0	0	0	0	0.900	0	0.900
RAD28	RPB5	629855	629214	4932.YDR030C	4932.YBR154C	0	0	0	0	0	0	0.900	0	0.900
RPB3	RAD28	631829	629855	4932.YIL021W	4932.YDR030C	0	0	0	0	0	0	0.900	0	0.900
RPB10	TFB3	634742	630322	4932.YOR210W	4932.YDR460W	0	0	0	0	0	0	0.900	0	0.900
RPO26	RAD28	635441	629855	4932.YPR187W	4932.YDR030C	0	0	0	0	0	0	0.900	0	0.900
RPB11	PRP28	634339	630086	4932.YOL005C	4932.YDR243C	0	0	0	0	0	0	0.900	0	0.900
RPB10	RAD28	634742	629855	4932.YOR210W	4932.YDR030C	0	0	0	0	0	0	0.900	0	0.900
RPB8	RAD28	634756	629855	4932.YOR224C	4932.YDR030C	0	0	0	0	0	0	0.900	0	0.900
RPB8	PRP28	634756	630086	4932.YOR224C	4932.YDR243C	0	0	0	0	0	0	0.900	0	0.900
